ID,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Is_Term,Years_in_curent_job_new,Is_Home_Ownership,Is_Purpose,Is_Purpose_business loan,Is_Purpose_other,Is_Purpose_renewable energy,Is_Purpose_small business
4380,Rent,-0.7524802797813196,< 1 year,0.0,-0.026674289431587547,-0.3575197253197511,-0.4225642419478663,-0.36506559973848624,34.38717577920767,0.0,debt consolidation,Short Term,-0.32620589632072505,-0.5763886284190985,-0.7520943359772451,1.213447274280031,0,0,-1.445882267362844,0,other,0,1,0,0
4381,Rent,0.02876422637804092,Unknown,0.0,0.1770499170226519,0.8922182054627869,-0.6637977564667875,-0.36506559973848624,42.96268707829274,1.0,debt consolidation,Short Term,-0.9485726423704801,-0.6219383887910757,-0.1717641595895679,-0.1640690462640534,0,0,-1.7068718463092056,0,other,0,1,0,0
4382,Own Home,3.5761690957419607,2 years,0.0,-0.43412270234006645,-0.3575197253197511,-1.2299285437235514,-0.36506559973848624,65.0,0.0,wedding,Long Term,2.5439723620312247,-0.9118548426022167,0.9240796599756038,-2.0733889115315467,0,1,-0.9239031094701204,0,other,0,1,0,0
4383,Rent,-0.3970091847493943,8 years,0.0,-0.026674289431587547,0.13953513351421282,-0.8343778596172456,2.7392337177656487,40.854723254583256,1.0,debt consolidation,Short Term,-0.563467632364879,-0.5925880838794736,-0.45727553808979055,-0.16250788803980132,1,0,0.6420343642080498,0,other,0,1,0,0
4384,Home Mortgage,1.819281500319886,8 years,0.0,3.844085633183453,2.525398455918369,1.4349789946632798,-0.36506559973848624,21.0,0.0,educational expenses,Short Term,-1.0484410708054819,0.8971640525908858,2.3810681218903995,-2.955223010167826,0,0,0.6420343642080498,1,other,0,1,0,0
4385,Rent,-0.996274014193083,3 years,0.0,0.1770499170226519,-0.3149150231339827,-0.281844691811829,-0.36506559973848624,33.934446442341205,0.0,buy a car,Long Term,-0.7476482893240795,-0.5442886004404217,-0.4126670055311654,0.732446856843638,0,1,-0.6629135305237588,0,other,0,1,0,0
4386,Home Mortgage,-0.4192057320191744,8 years,0.0,-0.43412270234006645,1.9289326253164827,-0.5591277090622294,2.7392337177656487,48.0,0.0,home improvements,Short Term,-0.35541830226009535,-0.4316097312787723,0.7330679359745738,0.05102959880966461,0,0,0.6420343642080498,1,other,0,1,0,0
4387,Home Mortgage,-0.2527728620385259,10+ years,0.0,0.7882225363853703,0.7217993967197132,0.6373272782099856,-0.36506559973848624,48.0,0.0,debt consolidation,Short Term,0.3197920236393336,-0.5165522634160157,1.0297314476144528,0.33161317564718307,0,0,1.1640135221007732,1,other,0,1,0,0
4388,Rent,0.9342126114833363,8 years,0.0,-0.637846908794306,-0.11609307960039729,0.7195906171498648,-0.36506559973848624,53.0,0.0,debt consolidation,Short Term,-1.0484410708054819,0.9326115695207841,0.09571933451196227,0.572113384365056,0,0,0.6420343642080498,0,other,0,1,0,0
4389,Rent,-0.868822170399204,10+ years,0.0,-1.045295321702785,-0.9965902581062761,-0.14934695808823423,-0.36506559973848624,35.31672105747442,0.0,debt consolidation,Long Term,0.5907786510931671,0.017551554069044142,-0.7815259053909244,-0.6303876592243087,1,1,1.1640135221007732,0,other,0,1,0,0
4390,Own Home,3.116775280295934,3 years,0.0,-0.230398495885827,4.499416323836903,4.9280312499341665,-0.36506559973848624,31.194280104702333,0.0,debt consolidation,Short Term,0.11827392250473442,6.087625001224936,3.3937321213462637,0.13976458533735278,0,0,-0.6629135305237588,0,other,0,1,0,0
4391,Rent,0.47863434134566984,10+ years,0.0,0.9919467428396097,2.4827937537330995,0.47379444627019257,-0.36506559973848624,31.848049018499637,0.0,debt consolidation,Short Term,0.6481347164131501,0.33932892950520277,0.5954690601687396,0.14892578821053096,0,0,1.1640135221007732,0,other,0,1,0,0
4392,Home Mortgage,0.34860806460891297,2 years,0.0,0.7882225363853703,0.3809617792335666,-0.37490481164497086,2.7392337177656487,39.130564272050805,1.0,debt consolidation,Short Term,-0.11815656621594146,-0.3393744553549393,0.8559929523861234,-0.27936248087796384,0,0,-0.9239031094701204,1,other,0,1,0,0
4393,Rent,1.757551522391794,10+ years,0.0,-0.026674289431587547,0.23894610528100552,-0.3537629980129755,-0.36506559973848624,21.0,0.0,debt consolidation,Long Term,0.14618008265006785,-0.14085640522982643,1.8703339643441836,-0.6704710273439543,0,1,1.1640135221007732,0,other,0,1,0,0
4394,Home Mortgage,0.031348559551036534,8 years,0.0,-0.43412270234006645,-0.6131479384343612,-0.032705584588636,-0.36506559973848624,34.0,0.0,debt consolidation,Short Term,-0.37204324872965566,-0.5427344091416404,0.05723189758638159,-0.3097207142671448,0,0,0.6420343642080498,1,other,0,1,0,0
4395,Home Mortgage,0.10591991192930426,< 1 year,0.0,-0.230398495885827,0.23894610528100552,1.3376272673621048,-0.36506559973848624,12.0,0.0,debt consolidation,Short Term,-0.08146293436526901,0.30782666741067266,0.0943777245101991,0.5320300162454105,1,0,-1.445882267362844,1,other,0,1,0,0
4396,Home Mortgage,-0.42464047101868696,10+ years,0.0,-0.026674289431587547,-0.5137369666675685,-0.8381273692998431,-0.36506559973848624,6.999999999999989,0.0,debt consolidation,Long Term,-1.0484410708054819,-0.5204377416629692,0.6013386039264534,-0.22955397802785382,0,1,1.1640135221007732,1,other,0,1,0,0
4397,Rent,0.905547970388562,3 years,0.0,0.3807741234768914,0.4803727510003593,-0.34540565715417393,-0.36506559973848624,31.0,0.0,debt consolidation,Short Term,-0.5671488705117101,0.07015495187395211,0.8051794735693437,-0.7506377635832452,1,0,-0.6629135305237588,0,other,0,1,0,0
4398,Rent,-0.4827633212922352,1 year,0.0,-1.045295321702785,-0.2581087535529584,-1.2299285437235512,-0.36506559973848624,34.90224019323124,0.0,other,Short Term,-1.2892652953788262,-0.9118548426022159,-1.0922763220493166,1.133280538040093,0,0,-1.1848926884164823,0,other,0,1,0,0
4399,Rent,0.6147253026849824,2 years,0.0,0.3807741234768914,0.29575237486202977,0.5990642095213102,-0.36506559973848624,67.0,0.0,debt consolidation,Short Term,2.3477979936904134,0.46037652104490573,0.9900701019373292,-0.09604379072833226,1,0,-0.9239031094701204,0,other,0,1,0,0
4400,Rent,0.17065582956951603,8 years,0.0,0.9919467428396097,-0.6841557754106418,1.2056716314239457,-0.36506559973848624,33.00697381952185,0.0,debt consolidation,Short Term,-1.0484410708054819,-0.4252136363184028,0.3405631598337391,1.0931971699204475,0,0,0.6420343642080498,0,other,0,1,0,0
4401,Rent,-0.49631095464761393,10+ years,0.0,-0.8415711152485453,0.9632260424390674,-0.7964761894521941,2.7392337177656487,41.264098523420984,1.0,debt consolidation,Short Term,-0.1706438972126962,-0.569992533458729,-0.8649572773755709,-0.025710953421874374,0,0,1.1640135221007732,0,other,0,1,0,0
4402,Rent,-0.3665700836985757,< 1 year,0.0,-0.8415711152485453,-0.6131479384343612,-0.6203395840010193,-0.36506559973848624,42.0,0.0,debt consolidation,Long Term,-0.33487461840842436,-0.43752761353182446,-0.5599087032246723,-0.023594043486412985,1,1,-1.445882267362844,0,other,0,1,0,0
4403,Rent,-0.7230973238233822,7 years,0.0,2.825464600930003,-0.9965902581062761,-0.47894241163318724,2.7392337177656487,61.0,1.0,debt consolidation,Short Term,-0.5555114079830179,-0.5432126218489577,-0.4378221930642247,-0.32351608989724795,0,0,0.3810447852616881,0,other,0,1,0,0
4404,Home Mortgage,-0.27657990455851467,9 years,0.0,-1.2490195281570242,-0.11609307960039729,-1.0389745988037984,2.7392337177656487,60.0,0.0,debt consolidation,Short Term,-1.0484410708054819,-0.7438826291569987,-0.5100175812841048,0.05102959880966461,0,0,0.9030239431544116,1,other,0,1,0,0
4405,Home Mortgage,-0.5881394199593395,6 years,0.0,-1.6564679410595853,0.5939852901624083,-1.2299285437235512,-0.36506559973848624,35.0,0.0,medical bills,Short Term,-1.0623347760693287,-0.9118548426022162,-1.1165091527061637,0.16046068544074027,0,0,0.12005520631532639,1,other,0,1,0,0
4406,Rent,0.6368891026781438,8 years,0.0,-0.8415711152485453,-1.1954122016398618,-0.745564172436684,-0.36506559973848624,34.03757244985499,0.0,debt consolidation,Short Term,2.142242405556064,-0.4606013766598863,0.14854522833138672,-0.029137137429626373,0,0,0.6420343642080498,0,other,0,1,0,0
4407,Home Mortgage,-0.17767246427092512,2 years,0.0,-0.637846908794306,-0.9965902581062761,-0.6247215410999585,-0.36506559973848624,33.94888763586519,0.0,home improvements,Short Term,0.23619229282097307,-0.5098572855135729,0.07341506823264972,0.732446856843638,0,0,-0.9239031094701204,1,other,0,1,0,0
4408,Rent,1.652584107644572,2 years,0.0,1.195670949293849,0.3383570770477982,-0.7752440261892929,-0.36506559973848624,28.0,0.0,debt consolidation,Short Term,-0.7016921872975092,-0.44320638943121793,2.383667491268814,0.17127970316860108,0,0,-0.9239031094701204,0,other,0,1,0,0
4409,Rent,-1.072456550257046,2 years,0.0,-1.6564679410564065,-1.5078466843363418,-1.1380429690921867,-0.36506559973848624,35.19024940361812,0.0,debt consolidation,Short Term,-0.08407542595334278,-0.8494480842973028,-0.6960821184036331,0.6923634887239924,1,0,-0.9239031094701204,0,other,0,1,0,0
4410,Home Mortgage,-0.19945951530436934,10+ years,0.0,-1.452743734598378,0.693396261929201,-0.7205373246757323,-0.36506559973848624,34.119543141607096,0.0,debt consolidation,Long Term,0.7918217537572073,-0.8168100670228938,-0.5804521063766707,-0.7105543954635998,0,1,1.1640135221007732,1,other,0,1,0,0
4411,Rent,-1.1688149536687578,< 1 year,0.0,-1.2490195281570242,-0.8119698819679468,-1.1290531808170434,-0.36506559973848624,14.0,0.0,debt consolidation,Short Term,-1.0484410708054819,-0.906116290114408,-0.7361627172063075,0.5320300162454105,0,0,-1.445882267362844,0,other,0,1,0,0
4412,Rent,-1.1348598586806529,< 1 year,0.0,-1.045295321702785,-1.0107918255015325,-0.5748937196553199,-0.36506559973848624,35.52506647141703,0.0,debt consolidation,Short Term,-0.4820053946640333,-0.44727119744341537,-1.1689996440251473,-0.14938724178856286,0,0,-1.445882267362844,0,other,0,1,0,0
4413,Home Mortgage,0.05686297582750931,< 1 year,0.0,-1.045295321702785,0.7502025315102258,-0.11266500794041324,-0.36506559973848624,34.21614243635016,0.0,debt consolidation,Short Term,-0.35529955264245566,0.05652588971540777,-0.41233160303072464,1.0130304336811564,0,0,-1.445882267362844,1,other,0,1,0,0
4414,Own Home,-0.26294496202433926,6 years,0.0,0.7882225363853703,-0.045085242624116735,-0.06261131241850974,2.7392337177656487,40.85378398255958,1.0,debt consolidation,Short Term,-0.3636120258772358,-0.31564314975431607,-0.5085082700321212,-0.4299708186260813,0,0,0.12005520631532639,0,other,0,1,0,0
4415,Own Home,-0.47672739435029865,8 years,0.0,-0.43412270234006645,0.6223884249529205,-0.02348992223622777,2.7392337177656487,18.0,0.0,debt consolidation,Short Term,-0.3422370947020868,-0.33076662662322714,-0.40973223365230854,0.5320300162454105,0,0,0.6420343642080498,0,other,0,1,0,0
4416,Rent,-0.6482823856003993,10+ years,0.0,-1.4527437346033774,-0.5989463710391052,-1.0720877385308338,-0.36506559973848624,18.0,0.0,debt consolidation,Short Term,-1.0484410708054819,-0.8162123011387471,-1.3801355180526247,0.0911129669293101,0,0,1.1640135221007732,0,other,0,1,0,0
4417,Home Mortgage,-0.381378986681859,10+ years,0.0,-0.8415711152485453,-0.5421401014580807,-0.02751048081154312,-0.36506559973848624,26.0,0.0,debt consolidation,Short Term,-0.5148990387502348,-0.701859687501487,-0.5915203888912168,1.2134472742800584,0,0,1.1640135221007732,1,other,0,1,0,0
4418,Rent,-0.5057287006928304,3 years,0.0,1.8068435686565676,-0.6557526406201296,0.40978173277331775,2.7392337177656487,58.0,1.0,debt consolidation,Long Term,-0.17848137197691752,-0.6297691218733972,0.6573508215000654,-0.4299708186260813,1,1,-0.6629135305237588,0,other,0,1,0,0
4419,Home Mortgage,-1.1823296586144485,4 years,0.0,-0.43412270234006645,-1.4226372799666858,-0.738336201964207,-0.36506559973848624,35.02181708301083,0.0,major purchase,Short Term,-1.2670591168801992,-0.635388121184376,-0.8398020898425117,0.17127970316860108,0,0,-0.4019239515773971,1,other,0,1,0,0
4420,Rent,-1.2859504123706416,10+ years,0.0,-1.2490195281570242,-0.4143259949007756,-1.0222147422707426,-0.36506559973848624,34.93149540892814,0.0,small business,Short Term,-1.3121839715832913,-0.8024636858033735,-0.9549289981188129,1.213447274279188,0,0,1.1640135221007732,0,small business,0,0,0,1
4421,Own Home,-0.7399755705789013,< 1 year,0.0,-0.43412270234006645,-1.1812106342446056,-0.6850299197296889,-0.36506559973848624,33.63123290054779,0.0,debt consolidation,Short Term,-0.5922050398336904,-0.5909741159922776,0.3242961385623608,0.1311963350489556,0,0,-1.445882267362844,0,other,0,1,0,0
4422,Home Mortgage,-0.2046414202192056,3 years,0.0,1.603119362202328,-0.2439071861577021,0.5815815559410064,-0.36506559973848624,8.0,0.0,debt consolidation,Short Term,-0.3615932823773606,0.08533820533127782,-0.0689632932044657,-0.06936786136968476,0,0,-0.6629135305237588,1,other,0,1,0,0
4423,Rent,0.5524582680441231,< 1 year,0.0,-0.637846908794306,-1.2522184712208864,-0.738200677517848,-0.36506559973848624,34.096613345176195,0.0,debt consolidation,Short Term,-0.552542667542025,-0.41929575406535063,0.07584673636084545,1.053113801800802,0,0,-1.445882267362844,0,other,0,1,0,0
4424,Home Mortgage,0.66273256569664,3 years,0.0,0.5844983299311308,0.30995394225728606,0.045446846145021993,-0.36506559973848624,64.0,0.0,debt consolidation,Short Term,-0.3535183083778599,0.5614587320541096,1.0814672833074446,-0.11020204899127926,0,0,-0.6629135305237588,1,other,0,1,0,0
4425,Rent,-0.5916745289417594,4 years,0.0,-1.8601921475149799,-0.05928681001937305,-1.2210291050793138,-0.36506559973848624,34.89698942203075,0.0,other,Short Term,-1.2966277716724883,-0.9012146098644053,-0.9158546068174609,-0.4700541867457268,0,0,-0.4019239515773971,0,other,0,1,0,0
4426,Rent,0.7006150245750833,7 years,0.0,0.7882225363853703,-0.2297056187624463,0.26309910699748684,-0.36506559973848624,23.0,0.0,other,Short Term,0.3507856738432997,0.008764395572087925,-0.08766198260403976,0.4518632800061195,1,0,0.3810447852616881,0,other,0,1,0,0
4427,Rent,-0.1487270438494331,10+ years,0.0,-0.43412270234006645,1.1762495533679092,1.7516092761732271,-0.36506559973848624,54.0,0.0,debt consolidation,Short Term,0.2486610026731433,1.0844441040940411,-0.6925603921490048,0.17797618677936078,0,0,1.1640135221007732,0,other,0,1,0,0
4428,Home Mortgage,0.12990168820493597,Unknown,0.0,0.5844983299311308,0.18213983569998127,-0.08921927872031585,2.7392337177656487,40.005528437857066,1.0,debt consolidation,Short Term,-0.11886906392177976,0.055689017477602416,0.3896996261483148,-0.24615118917761059,0,0,-1.7068718463092056,1,other,0,1,0,0
4429,Home Mortgage,0.6871484146647867,5 years,0.0,-0.637846908794306,-1.1670090668493496,-0.22930638144001148,-0.36506559973848624,35.00160251269484,0.0,home improvements,Short Term,-0.3378433588494173,-0.7662390732240846,-0.9170285155690037,1.2535306424023742,0,0,-0.14093437263103534,1,other,0,1,0,0
4430,Rent,-0.7021778481149065,4 years,0.0,1.3993951557480886,0.06852729653793227,0.3190255285282779,-0.36506559973848624,5.9999999999999885,0.0,debt consolidation,Short Term,-0.8369480017891464,-0.4240778811385241,-0.879798838020076,0.04153580267381594,1,0,-0.4019239515773971,0,other,0,1,0,0
4431,Own Home,0.8272114174038006,7 years,0.0,1.195670949293849,-0.17289934918142155,-0.013912861360195691,-0.36506559973848624,31.57672850239829,0.0,debt consolidation,Long Term,1.4606196003040917,0.10512425609653298,1.6188659396387006,-0.2234767573303832,1,1,0.3810447852616881,0,other,0,1,0,0
4432,Home Mortgage,0.031056621343870914,1 year,0.0,-0.43412270234006645,-0.17289934918142155,0.3391283214048547,-0.36506559973848624,79.0,0.0,debt consolidation,Short Term,1.0707646055929019,0.47298938120040074,-0.07491668758728973,-0.025082198297738188,0,0,-1.1848926884164823,1,other,0,1,0,0
4433,Home Mortgage,0.3695394950827411,10+ years,0.0,1.195670949293849,0.693396261929201,1.6064174193073446,-0.36506559973848624,32.81093539580039,0.0,debt consolidation,Short Term,2.0113803269170973,0.8708623536884319,0.5542984032396326,-0.021400715169625398,0,0,1.1640135221007732,1,other,0,1,0,0
4434,Rent,-0.33900726049981844,7 years,0.0,0.7882225363853703,-1.2380169038256301,-1.110847730189492,-0.36506559973848624,16.0,0.0,debt consolidation,Long Term,0.38581681104701604,-0.812267046303379,-0.5464926032070407,-0.6303876592243087,1,1,0.3810447852616881,0,other,0,1,0,0
4435,Home Mortgage,-0.4177628809573569,3 years,0.0,-0.026674289431587547,-0.4143259949007756,0.12942682807211459,-0.36506559973848624,33.49128691970263,0.0,home improvements,Long Term,1.3221575461361819,-0.03768201362610922,0.3015726191574972,0.41177991188647406,1,1,-0.6629135305237588,1,other,0,1,0,0
4436,Rent,-0.9612127333909178,6 years,0.0,0.3807741234768914,-1.2664200386161424,-0.37440788867498803,-0.36506559973848624,17.0,0.0,debt consolidation,Short Term,-0.9294539539304857,-0.3571281021140958,-0.33351201542713893,1.133280538040093,1,0,0.12005520631532639,0,other,0,1,0,0
4437,Home Mortgage,-0.12466787526592879,8 years,0.0,1.603119362202328,-0.15869778178616573,0.9073823249879089,-0.36506559973848624,32.63416273176305,0.0,debt consolidation,Short Term,-0.8254292888780939,-0.6375400783673041,0.2142002677926714,-0.09324868780767913,0,0,0.6420343642080498,1,other,0,1,0,0
4438,Home Mortgage,-0.21686991811696715,10+ years,0.0,-0.026674289431587547,0.3667602118383103,-0.6291486730143507,2.7392337177656487,39.573417785614154,1.0,other,Short Term,-0.48639913051670286,-0.4507382395714661,0.6583570290013878,-0.5101375548653723,0,0,1.1640135221007732,1,other,0,1,0,0
4439,Home Mortgage,4.387339962695758,2 years,0.0,0.7882225363853703,1.3750714969014945,0.2542448431687025,-0.36506559973848624,23.0,0.0,business loan,Short Term,1.3685886466333113,0.6415593605297649,5.993185350387488,-1.1915548128993456,1,0,-0.9239031094701204,1,business loan,1,0,0,0
4440,Own Home,-1.4059475256784637,Unknown,0.0,-1.4527437346095298,-1.4936451169443175,-1.0345926417048592,-0.36506559973848624,35.866764711936455,0.0,buy a car,Short Term,-1.0664910126867186,-0.700425049379535,-1.2920923616869167,-2.9552230101628862,1,0,-1.7068718463092056,0,other,0,1,0,0
4441,Home Mortgage,0.15103305512879805,5 years,0.0,2.214291981581404,0.6507915597434326,0.014637622006088615,2.7392337177656487,8.0,1.0,debt consolidation,Long Term,2.180954780906611,-0.7603211909710325,2.593042502168973,-0.9911379723011182,1,1,-0.14093437263103534,1,other,0,1,0,0
4442,Own Home,-1.41720176396064,1 year,0.0,1.195670949293849,-1.2806216060113984,-0.6732392928964607,-0.36506559973848624,34.670122374099286,0.0,debt consolidation,Short Term,-0.9255352165483751,-0.5185248908336998,-1.0021369000558542,-0.06922050554927187,0,0,-1.1848926884164823,0,other,0,1,0,0
4443,Home Mortgage,0.14393903740819536,1 year,0.0,0.1770499170226519,-0.7551636123869223,0.46819276915402286,-0.36506559973848624,32.05343404438322,0.0,debt consolidation,Short Term,1.6743689120555816,-0.2557470081628186,1.53367370452674,1.053113801800802,0,0,-1.1848926884164823,1,other,0,1,0,0
4444,Home Mortgage,0.8283328668287485,5 years,0.0,0.7882225363853703,0.15373670090946864,0.5772899484729732,-0.36506559973848624,32.065386098893754,0.0,debt consolidation,Long Term,2.522359931620797,0.594694515212665,1.4073108124856721,-0.15750782135516897,0,1,-0.14093437263103534,1,other,0,1,0,0
4445,Home Mortgage,5.518198529912919,2 years,0.0,-0.8415711152485453,1.0058307446248353,0.5083080052762704,-0.36506559973848624,1.999999999999985,0.0,medical bills,Short Term,-0.3310746306439534,1.2157134922526525,1.0646133076602948,1.0130304336811564,0,0,-0.9239031094701204,1,other,0,1,0,0
4446,Rent,0.06826149921586755,10+ years,0.0,-0.637846908794306,1.0200323120200916,-0.49037163994279154,-0.36506559973848624,61.0,0.0,other,Short Term,-0.07243796342465054,-0.8737173791936581,-1.5029766838390666,1.133280538040093,0,0,1.1640135221007732,0,other,0,1,0,0
4447,Own Home,-0.5253274276158514,10+ years,0.0,0.3807741234768914,1.3182652273204702,0.8892672239912633,-0.36506559973848624,19.0,0.0,business loan,Long Term,1.112208222149163,0.751070070505437,-0.16396605145431953,-4.23789078999146,1,1,1.1640135221007732,0,business loan,1,0,0,0
4448,Rent,-0.6293569891728931,2 years,0.0,-1.045295321702785,-1.4368388473615015,-0.6980854413956005,-0.36506559973848624,35.308609875145585,0.0,debt consolidation,Short Term,-1.0484410708054819,-0.5888221588093495,-0.8927956849121566,0.17127970316860108,0,0,-0.9239031094701204,0,other,0,1,0,0
4449,Home Mortgage,-0.18137365112005654,8 years,0.0,-0.637846908794306,0.025922594352163826,-0.1982261084083602,-0.36506559973848624,34.33624735220799,0.0,debt consolidation,Short Term,-0.33606211458482155,0.02054038348977755,-0.39530992613335453,0.024496115328512192,0,0,0.6420343642080498,1,other,0,1,0,0
4450,Home Mortgage,-0.07138243605036937,1 year,0.0,-0.026674289431587547,-0.2439071861577021,-0.3276971294966052,-0.36506559973848624,31.0,0.0,home improvements,Short Term,-0.653954841006343,-0.6038260825014312,-0.695159761527421,-0.5502209229850178,0,0,-1.1848926884164823,1,other,0,1,0,0
4451,Rent,-0.8823128278271976,7 years,0.0,-0.43412270234006645,-1.223815336430374,-0.6217400032800617,-0.36506559973848624,34.938006741003626,0.0,debt consolidation,Short Term,-0.1584126865958054,-0.272066016800023,-0.6720169889970065,0.4518632800061195,0,0,0.3810447852616881,0,other,0,1,0,0
4452,Rent,-0.26186282372797615,2 years,0.0,-0.026674289431587547,0.6649931271386889,-0.7670673845923032,-0.36506559973848624,14.0,0.0,debt consolidation,Short Term,-0.32383090396793074,-0.4280231359738922,0.730636267846378,0.41177991188647406,0,0,-0.9239031094701204,0,other,0,1,0,0
4453,Rent,-0.7460114975208378,3 years,0.0,-0.43412270234006645,0.19634140309523707,-0.12590122886813682,-0.36506559973848624,38.0,0.0,debt consolidation,Short Term,0.014486756687622056,0.147266750928874,-0.6791442921313732,0.21136307128824658,0,0,-0.6629135305237588,0,other,0,1,0,0
4454,Rent,0.4030269930752242,6 years,0.0,0.9919467428396097,1.2614589577394455,1.393192290369272,-0.36506559973848624,9.0,0.0,debt consolidation,Short Term,1.9653054752728873,-0.1552027864493468,-0.11214636513621744,0.6923634887239924,0,0,0.12005520631532639,0,other,0,1,0,0
4455,Home Mortgage,1.029660557891266,10+ years,0.0,0.7882225363853703,1.0484354468106039,3.4963058237828255,-0.36506559973848624,4.999999999999987,0.0,debt consolidation,Long Term,2.5235474277971934,1.9712297932256426,1.3305874905098414,-0.04412250274492725,0,1,1.1640135221007732,1,other,0,1,0,0
4456,Rent,0.36452691724239394,10+ years,0.0,-0.637846908794306,-0.18710091657667785,0.015270069422430355,-0.36506559973848624,42.0,0.0,debt consolidation,Short Term,0.23084856002718582,-0.16542458306825505,-0.6772995783789488,0.21136307128824658,0,0,1.1640135221007732,0,other,0,1,0,0
4457,Home Mortgage,-0.13484383525264235,10+ years,0.0,1.3993951557480886,-0.05928681001937305,-0.01567467916286197,-0.36506559973848624,77.0,0.0,debt consolidation,Short Term,-0.3201496658210995,-0.2707509318549003,0.40806291304744813,1.0130304336811564,0,0,1.1640135221007732,1,other,0,1,0,0
4458,Rent,-0.7619069067185273,7 years,0.0,-0.43412270234006645,0.9632260424390674,-0.3618041151636062,-0.36506559973848624,34.121715274683105,0.0,debt consolidation,Short Term,-1.1181470963599955,0.17368800300815734,-0.5277100631823565,-0.7506377635832452,0,0,0.3810447852616881,0,other,0,1,0,0
4459,Rent,0.05051443115551231,5 years,0.0,0.5844983299311308,-0.9255824211299956,-0.49768996004617455,-0.36506559973848624,33.03725780681332,0.0,debt consolidation,Long Term,0.8756589838108473,0.007628640392209231,0.7324809815988024,-0.8308044998225362,0,1,-0.14093437263103534,0,other,0,1,0,0
4460,Rent,-0.48083951987647855,< 1 year,0.0,0.9919467428396097,-0.1302946469956536,0.40987208240422374,-0.36506559973848624,33.357464167431175,0.0,debt consolidation,Short Term,0.009143023893834807,-0.14157372429080245,-0.02787648690046891,-0.14938724178856286,0,0,-1.445882267362844,0,other,0,1,0,0
4461,Rent,5.396133330083159,7 years,0.0,-0.8415711152485453,1.4602809012730313,0.5268296796119928,-0.36506559973848624,14.0,0.0,other,Short Term,0.8148591795793124,-0.6979742092545336,-1.3154028354675595,0.29152980752753754,0,0,0.3810447852616881,0,other,0,1,0,0
4462,Home Mortgage,-0.7533892999287246,10+ years,0.0,0.5844983299311308,-1.1954122016398618,-0.3169003486033426,-0.36506559973848624,34.623233957664944,0.0,debt consolidation,Short Term,-0.9325414439891183,-0.6557121612453631,-0.8778702736425414,-0.07464080586314775,0,0,1.1640135221007732,1,other,0,1,0,0
4463,Home Mortgage,0.7634752358349324,10+ years,0.0,0.1770499170226519,0.80700880109125,-0.38217795693290085,2.7392337177656487,29.0,1.0,debt consolidation,Short Term,0.2271673218803546,-0.5540321843520126,-0.03642925066170906,0.9729470655615109,0,0,1.1640135221007732,1,other,0,1,0,0
4464,Home Mortgage,3.0631393531950533,2 years,0.0,-0.026674289431587547,3.817741088894077,-0.12585605405268385,-0.36506559973848624,79.0,0.0,other,Long Term,1.487338264273028,-0.5729215862910478,-0.9617208987527389,-0.4299708186260813,0,1,-0.9239031094701204,1,other,0,1,0,0
4465,Rent,-0.001811978910182742,4 years,0.0,-0.230398495885827,0.23894610528100552,-1.0047772635058918,2.7392337177656487,40.03888012104703,1.0,medical bills,Short Term,-1.104134641478509,-0.7640871160411565,0.21185245028958585,-0.21786700497772118,1,0,-0.4019239515773971,0,other,0,1,0,0
4466,Home Mortgage,0.18133292742696552,8 years,0.0,-0.026674289431587547,0.04012416174742014,-0.3650115270607679,-0.36506559973848624,8.0,0.0,debt consolidation,Short Term,-0.0799191893359527,-0.2938246949829622,-0.007249233123360315,0.7725302249632835,0,0,0.6420343642080498,1,other,0,1,0,0
4467,Rent,-0.0001777361496758113,6 years,0.0,-1.045295321702785,0.08272886393318807,-0.7754699002665578,-0.36506559973848624,34.2027871975411,0.0,debt consolidation,Short Term,-1.414546141988727,-0.37243090874825086,-0.3528815098275946,0.6121967524847015,1,0,0.12005520631532639,0,other,0,1,0,0
4468,Rent,0.02893628368757846,10+ years,0.0,0.7882225363853703,-0.4001244275055195,-0.25934763371624414,-0.36506559973848624,17.0,0.0,debt consolidation,Short Term,-0.14606272636127487,-0.29155318462320484,0.30811296791609266,-0.11352362518674101,1,0,1.1640135221007732,0,other,0,1,0,0
4469,Rent,-0.6701415791869344,9 years,0.0,1.603119362202328,-0.44272912969128797,-0.07011033178370467,2.7392337177656487,5.9999999999999805,1.0,debt consolidation,Long Term,-1.0484410708054819,-0.6340730362392533,-0.02309700126918765,-1.6324718622154462,0,1,0.9030239431544116,0,other,0,1,0,0
4470,Rent,-0.046132542468563145,10+ years,0.0,-1.045295321702785,-0.9823886907110201,-0.3322597858573563,-0.36506559973848624,38.0,0.0,debt consolidation,Short Term,0.6051473548275728,0.0966359805416501,-0.06862789070402492,0.1311963350489556,0,0,1.1640135221007732,0,other,0,1,0,0
4471,Own Home,-0.9029455980111878,3 years,0.0,-0.8415711152485453,-0.6841557754106418,-0.37029698046876675,-0.36506559973848624,34.40880865095392,0.0,home improvements,Short Term,-1.0484410708054819,-0.6035869761477726,-0.4334619605584944,0.812613593082929,0,0,-0.6629135305237588,0,other,0,1,0,0
